pair_id,investigator_id,investigator_name,investigator_paradigm,investigator_family,evidence_top3,opportunity_id,notice_number,notice_title,designation,notice_family,purpose_excerpt,stratum,synthetic,tier_a,reason_a,axis_reason_a,tier_b,reason_b,axis_reason_b,tier_adj,reason_adj,axis_reason_adj,notes
g127,ccf4941f-dd11-4848-a1d9-8ac09f0ebe30,Michele M Tana,Clinical observational,clinical,"Utility and impact of magnetic resonance elastography in the clinical course and management of chronic liver disease. | UCSF Profiles narrative (prior — reliability 0.6, never counted as a source) | Clinical Outcomes Following a Patient-Centered Educational Intervention on Steatotic Liver Disease: A Comparison of Patients With and Without Diabetes.",f8f05bbb-ced2-4329-a12f-30b98a3b3fba,PAR-24-273,Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional),Clinical Trial Optional,health_systems,"The purpose of this initiative is to advance the science and implementation of innovative multi-level health care research for older adults from populations that experience health disparities. The initiative will support research designed to (1) gain a better understanding of appropriate screening, diagnostic, and clinical care guidelines in a primary care setting, (2) explore shared decision-making that is needed to enhance care planning and patient agency between clinicians and care teams with the older adult and their caregiver(s), and (3) identify effective strategies for care…",adversarial,,,,,,,,,,,
g128,cf221f73-5713-4ed0-b50c-b5ab4a2e3a36,Aric A Prather,Clinical observational,clinical,Racial Group Differences in NREM Sleep Physiology Contribute to Memory Vulnerability. | Disturbed sleep after lung transplantation is associated with worse patient-reported outcomes and chronic lung allograft dysfunction. | Disturbed sleep after lung transplantation is associated with worse patient-reported outcomes and chronic lung allograft dysfunction.,026513f8-5ecb-4d73-8b51-8c6bf73ff8a9,PAR-25-310,Accelerating Solutions to Improve Access and Quality of Empirically-Supported Practices for Youth Mental Health (R01 Clinical Trial Optional),Clinical Trial Optional,health_systems,"This notice of funding opportunity (NOFO) is a call to action in response to the youth mental health crisis in the United States. NIMH seeks applications that will study methods to increase access to, and quality of, empirically-supported practices for youth mental health. Applications may address research related to: optimizing assessment, intervention and service strategies; overcoming challenges related to workforce shortages and waitlists for treatment; integration of treatment and preventive interventions into settings where youth are most likely to be identified as needing care (e.g.,…",adversarial,,,,,,,,,,,
g129,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",d5bcabb3-50a2-4b26-9106-292e87213e92,PAR-26-040,"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)",Clinical Trial Optional,translational,"The National Library of Medicine (NLM) seeks applications for research projects that drive groundbreaking innovation and advanced development in the fields of bioinformatics, translational bioinformatics, and computational biology. The primary goal of this initiative is to support the creation and implementation of cutting-edge methods, tools, and approaches that can transform the landscape of biomedical data science. This NOFO aims to address the growing need to leverage transformative technologies — such as artificial intelligence (AI), machine learning, and large-scale computational…",adversarial,yes,,,,,,,,,,
g130,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",1861525f-ab36-4c52-aa99-e006c0ed645f,RFA-NS-25-023,HEAL Initiative: Studies to Enable Analgesic Discovery (R61/R33 - Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"This notice of funding opportunity (NOFO) aims to encourage research grant applications for initial translational efforts that will enable a drug discovery program for novel, non-opioid, and non-addictive treatments for pain. The program provides funding to develop and validate assays to support a distinct testing funnel and conduct screening efforts to identify and characterize potential therapeutic agents including small molecules, biologics, and natural products. Preliminary in vivo pharmacokinetic, pharmacodynamic, and efficacy studies may also be supported. The goal of this NOFO is to…",adversarial,yes,,,,,,,,,,
g131,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",9ef1380d-5f0f-4423-8084-1fc3071fc8f9,PAR-24-293,Blueprint Neurotherapeutics Network (BPN): Biologic-based Drug Discovery and Development for Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),Clinical Trial Optional,clinical,"The purpose of this Notice of Funding Opportunity (NOFO) is to provide funding, resources, and expertise to accelerate the development of diverse biotherapeutic modalities — including but not limited to antibodies, peptides, proteins, oligonucleotides, gene therapies, cell therapies, and other emerging therapeutic modalities — for the treatment of nervous and neuromuscular system disorders. The Blueprint Neurotherapeutics Network for Biologics (BPN Biologics) program provides support for biologics-based therapy discovery and development activities from lead optimization through…",adversarial,yes,,,,,,,,,,
g132,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",5e9465a4-fd0d-4e34-bfe6-5ef6e4c48c6e,RFA-OH-24-001,National Center for Construction Safety and Health Research and Translation (U54),Clinical Trial Optional,clinical,"Statutory Authority This program is described in the Assistance Listings and is not subject to the intergovernmental review requirements of Executive Order 12372 or Health Systems Agency Review. Awards are made under the authorization of the Occupational Safety and Health Act of 1970, Section 20(a) and 21(a) (29 USC 669(a) and 29 USC 670); Federal Mine Safety and Health Act, Section 501(a), 30 USC 1 (Note), and 30 USC 951(a); and Section 301 of the Public Health Service Act as amended (42 USC 241) and under Federal Regulations 42 CFR Part 52. All awards are subject to 45 CFR Part 75, the…",adversarial,yes,,,,,,,,,,
g133,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",f8f05bbb-ced2-4329-a12f-30b98a3b3fba,PAR-24-273,Advancing Healthcare for Older Adults from Populations that Experience Health Disparities (R01 - Clinical Trial Optional),Clinical Trial Optional,health_systems,"The purpose of this initiative is to advance the science and implementation of innovative multi-level health care research for older adults from populations that experience health disparities. The initiative will support research designed to (1) gain a better understanding of appropriate screening, diagnostic, and clinical care guidelines in a primary care setting, (2) explore shared decision-making that is needed to enhance care planning and patient agency between clinicians and care teams with the older adult and their caregiver(s), and (3) identify effective strategies for care…",adversarial,yes,,,,,,,,,,
g134,synthetic:2_cvd_epi_vs_mito_mechanism,Cardiovascular epidemiologist (synthetic),Epidemiology,population,"Paradigm (recent): Epidemiology 0.90, Population health 0.60, Clinical observational 0.45 | Unit of analysis: L4 · human aggregate 0.90, L3 · human individual 0.35 | Study designs: Prospective cohort 0.85, Ehr analysis 0.60, Causal inference 0.50, Retrospective cohort 0.50 | Materials and data: Cohort biobank datasets 0.90, Ehr 0.60 | Objective: Etiology risk factors 0.90, Prevention 0.40 | Topic: Cardiovascular, Heart Disease, C14.280, C14.280.434",9476b781-7e0c-40ae-aff3-4eff13ba6f94,PAR-25-283,Innovative Mental Health Services Research Not Involving Clinical Trials (R01 Clinical Trials Not Allowed),Clinical Trial Not Allowed,health_systems,"The purpose of this notice of funding opportunity (NOFO) is to encourage innovative research that will inform and support the delivery of high-quality, continuously improving mental health services to benefit the greatest number of individuals with, or at risk for developing, a mental illness. This announcement invites applications for non-clinical trial R01-level projects that address NIMH strategic priorities that strengthen the public health impact of NIMH-supported research as described in Goal 4 of the NIMH Strategic Plan. This NOFO solicits research projects including, but not limited…",adversarial,yes,,,,,,,,,,
g135,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",534df124-f661-4be6-9d81-ad53fa961a45,RFA-DC-27-004,BRAIN Initiative: Exploratory Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (R61 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"Invasive surgical procedures in humans offer the unique opportunity to intracranially record and stimulate neuronal activity within precisely localized brain structures, enabling high-impact human neuroscience investigations. This NOFO seeks exploratory research projects, from newly formed or established multi-disciplinary teams, to understand how dynamic activity of single cells and ensembles of neurons in spatially organized networks gives rise to the internal states we experience as sensations, perceptions, emotions, thoughts, and memories, and to observable motor and social behaviors.…",adversarial,yes,,,,,,,,,,
g136,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",dbd3ab7b-6dd7-4eac-9624-4be8cf67b5ea,PAR-25-247,Institutional Training Programs to Advance Translational Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (T32 Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"This Notice of Funding Opportunity (NOFO) seeks to enable the development of a translational research workforce capable of participating and/or leading cross-disciplinary team science programs focused on advancing translational research for Alzheimer's disease (AD) and AD-related dementias (ADRD). This NOFO will support institutional training programs for predoctoral and postdoctoral level researchers from various educational backgrounds (i.e., basic biology, translational and clinical research, data science, and behavioral research). The program invites eligible institutions to develop…",adversarial,yes,,,,,,,,,,
g137,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",93f4832f-1a42-40aa-80e5-56f2be27530b,PAR-24-330,Interventions to Reduce Sleep Health Disparities (R01 - Clinical Trials Optional),Clinical Trial Optional,clinical,"The purpose of this initiative is to support non-pharmacological interventions to promote sleep health, reduce sleep health disparities, and examine sleep as a modifiable factor to reduce disparities for other health outcomes among populations that experience health disparities.",adversarial,yes,,,,,,,,,,
g138,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",031969f9-cc8a-40ee-815b-cc22f1458f30,PAR-25-057,"NIDCR Drug, Biologic, Device and/or Procedure Intervention Clinical Trial Planning and Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required)",Clinical Trial Required,clinical,"This Notice of Funding Opportunity (NOFO) will support UG3/UH3 phased, cooperative agreement research applications to plan and implement clinical trials within the mission of the National Institute of Dental and Craniofacial Research (NIDCR). Studies appropriate for this NOFO are those testing a drug, biologic, device, or procedure to improve dental, oral, or craniofacial diseases or conditions, including trials for any phase of testing for a Food and Drug Administration (FDA)-regulated product. Awards made under this NOFO will initially support a one-year milestone-driven planning phase…",adversarial,yes,,,,,,,,,,
g139,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",89ae84e8-8cc9-488e-9d97-e47970567457,PAR-25-299,Interventions to Address Disparities in Liver Diseases and Liver Cancer (R01 - Clinical Trials Optional),Clinical Trial Optional,population,This initiative will support multi-level and/or multi-domain intervention research to reduce disparities in liver diseases and liver cancer among populations who experience health disparities in the United States (U.S.).,adversarial,yes,,,,,,,,,,
g140,synthetic:7a_hsr_vs_beta_cell_mechanism,Health services researcher (synthetic),Health services research,health_systems,"Paradigm (recent): Health services research 0.85, Outcomes research 0.60, Population health 0.50, Implementation science 0.30 | Unit of analysis: L5 · system 0.70, L4 · human aggregate 0.70 | Study designs: Claims analysis 0.85, Ehr analysis 0.80, Retrospective cohort 0.60, Hybrid effectiveness implementation 0.35 | Materials and data: Claims administrative 0.90, Ehr 0.80 | Objective: Outcomes quality 0.80, Healthcare delivery access 0.70 | Topic: Diabetes, Health Services, C18.452.394.750, N05.300, N04.590",c74dcf1d-0e28-4f44-a171-9cabc3467fd1,PAR-25-095,Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,population,"Through this Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) along with other participating Institutes encourages submission of applications proposing to conduct secondary data analysis and integration of existing datasets and database resources, with the ultimate aim to elucidate cancer risk and related outcomes (e.g., risk prediction or reduction, survival, or response to treatment, etc.). The goal of this initiative is to address key scientific questions relevant to cancer by supporting the analysis of existing clinical, environmental, surveillance, health…",adversarial,yes,,,,,,,,,,
g141,32a5d658-b56b-4701-9008-fa26c56378a2,Jill A Hollenbach,Molecular / cellular mechanistic,discovery,Autoreactomes in Healthy Individuals Vary According to HLA Class II Genotype. | Copy number variation at the complement C4 locus is associated with risk for multiple sclerosis. | An HLA Association With COVID-19 Vaccine Reactogenicity Correlates With Fewer SARS-CoV-2 Infections and Monocyte Activation.,444ceed9-982b-47ce-9292-d528226edb54,RFA-HL-26-016,Catalyze: Enabling Technologies and Transformative Platforms for HLBS Research (R33 - Clinical Trials Not Allowed),Clinical Trial Not Allowed,cross_cutting,"This Notice of Funding Opportunity (NOFO) solicits grant applications to further develop enabling technologies and transformative platforms to catalyze next-generation predictive, diagnostic and therapeutic products to address heart, lung, blood, and sleep (HLBS)-related disorders and diseases. This NOFO solicits R33 applications where major feasibility gaps for the enabling technology or transformative platform have already been overcome, as demonstrated with supportive preliminary data, but still requires further development and rigorous validation to encourage downstream demonstration,…",random,,,,,,,,,,,
g142,cf61b707-8905-4dcb-9af0-4a6ba92d0976,Prescott G Woodruff,Clinical observational,clinical,Phenotypes and Trajectories of Tobacco-exposed Persons with Preserved Spirometry: Insights from Lung Volumes. | Longitudinal Follow-Up of Participants With Tobacco Exposure and Preserved Spirometry. | A Quantitative Lung Mucin Score to Identify Chronic Bronchitis.,81972290-c43a-4ebc-aa03-6549d90146ba,RFA-RM-27-012,PRIMED-AI: Data-to-Model Academic-Industrial Partnerships (D2M-AIP) for Precision Medicine with AI: Integrating Imaging with Multimodal Data (UG3/UH3 Clinical Trial Optional),Clinical Trial Optional,clinical,"The overarching goal of this notice of funding opportunity (NOFO) and its companion opportunities is to establish the Precision Medicine with AI: Integrating Imaging with Multimodal Data (PRIMED-AI) Program to support development of innovative, reliable, cost-effective, and sustainable multimodal AI-based clinical decision support (CDS) tools. PRIMED-AI CDS tools are based on the integration of clinical imaging with other types of multimodal health data to enhance care for patients with a wide range of health conditions. The PRIMED-AI Program seeks to catalyze the adoption of AI-based CDS…",random,,,,,,,,,,,
g143,1beac144-b544-45f2-ada4-25b7d87e3f07,Rushika M Perera,Molecular / cellular mechanistic,discovery,A multi-subunit autophagic capture complex facilitates degradation of ER-stalled MHC class I in pancreatic cancer. | A multi-subunit autophagic capture complex facilitates degradation of ER stalled MHC-I in pancreatic cancer. | PCSK9 drives sterol-dependent metastatic organ choice in pancreatic cancer.,8377a065-fed6-42a9-91a3-b8b66c3c45bf,PAR-25-038,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),Clinical Trial Not Allowed,discovery,"This Notice of Funding Opportunity (NOFO) encourages research on the biology of high-confidence risk factors associated with complex brain disorders, with a focus on the intracellular, transcellular, and circuit substrates of neural function. For the purposes of this NOFO, the term ""complex"" can refer to a multifactorial contribution to risk (e.g., polygenic and/or environmental) and/or highly distributed functional features of the brain disorder. Studies may be either hypothesis-generating (unbiased discovery) or hypothesis-testing in design and may utilize in vivo, in situ or in vitro…",random,,,,,,,,,,,
g144,04e59cf5-600a-462c-91bc-b2b97f122c3d,Kole T Roybal,Translational,translational,Synthetic Hybrid Receptors for Safer and Programmable T Cell Therapy. | Engineered receptors for soluble cellular communication and disease sensing. | Naturally occurring T cell mutations enhance engineered T cell therapies.,adcfbb39-34c8-43bf-ae31-8f1644d91da9,PAR-25-449,Mind and Body Interventions to Restore Whole Person Health via Emotional Well-Being Mechanisms (R61/R33 Clinical Trial Required),Clinical Trial Required,discovery,"The National Center for Complementary and Integrative Health (NCCIH) announces this Notice of Funding Opportunity (NOFO) to solicit applications for research on how mind and body interventions through psychological and/or physical practices (e.g., mindfulness meditation, yoga, acupuncture, massage, and other brain- and/or body-based interventions) impact mechanisms of emotional well-being (EWB) and their associations with whole person health (WPH), consistent with the NIH priority to address the health needs of the American people and improve their well-being. The NOFO will support rigorous…",random,,,,,,,,,,,
g145,6c1ef252-fbe0-4d58-98e8-59c41d943851,Karl M Ansel,Molecular / cellular mechanistic,discovery,The lncRNA Malat1 Inhibits miR-15/16 to Enhance Cytotoxic T Cell Activation and Memory Cell Formation. | GCLiPP: global crosslinking and protein purification method for constructing high-resolution occupancy maps for RNA binding proteins. | Regulation of airway immunity by epithelial miRNAs.,b7541aec-941b-407f-afa7-54a8c36a3c87,PAR-25-195,Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Postdoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed),Clinical Trial Not Allowed,none,"This is a limited competition. The National Center for Advancing Translational Sciences (NCATS) will award Ruth L. Kirschstein National Research Service Award (NRSA) Postdoctoral Institutional Research Training Grants for the Clinical and Translational Science Awards (CTSA) Program (T32) to eligible institutions to create, provide, and disseminate clinical and translational science training and career support programs that enhance postdoctoral research training of individuals with doctoral degrees (these include, but are not limited to, the following: D.M.D., DC, DO, DVM, OD, DPM, ScD, EngD,…",random,,,,,,,,,,,
g146,4f36bdbb-307d-4362-9712-e2466a04a2d0,Justin Eyquem,Molecular / cellular mechanistic,discovery,Integrated epigenetic and genetic programming of primary human T cells. | Site-specific genome engineering of primary human natural killer cells for programmable anti-tumor function. | In vivo site-specific engineering to reprogram T cells.,d5732d02-20fc-4243-9672-48f17232e905,RFA-CA-27-020,Advanced Development of Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional),Clinical Trial Optional,none,"This Notice of Funding Opportunity (NOFO) invites applications for advanced development and enhancement of emerging informatics technologies to improve the acquisition, analysis, visualization, and interpretation of data across the cancer research continuum including cancer biology, cancer treatment and diagnosis, early cancer detection, risk assessment and prevention, cancer control and epidemiology. As a component of the NCI's Informatics Technology for Cancer Research (ITCR) Program, this NOFO is focused on advancing emerging informatics technology, defined as one that has passed the…",random,,,,,,,,,,,
g147,2e0d35ce-9900-4d03-8973-abb186594cdd,Peter M Bruno,Molecular / cellular mechanistic,discovery,"High-throughput, targeted MHC class I immunopeptidomics using a functional genetics screening platform. | The primary mechanism of cytotoxicity of the chemotherapeutic agent CX-5461 is topoisomerase II poisoning. | A multi-subunit autophagic capture complex facilitates degradation of ER-stalled MHC class I in pancreatic cancer.",b0ca3ac6-079d-49be-be82-dba20fbe08ff,PAR-27-012,Clinical Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative UG3/UH3 Clinical Trial Required),Clinical Trial Required,clinical,"This Notice of Funding Opportunity (NOFO) supports applications to develop and conduct a Clinical Coordinating Center (CCC) for investigator-initiated multi-site clinical trials including efficacy, comparative effectiveness, pragmatic and/or dissemination and implementation science clinical trials. Trials using innovative designs such as platform trials, adaptive, and Bayesian designs are encouraged. These trials may include ones that test different therapeutic, behavioral, dissemination and implementation science clinical trials and/or prevention strategies.Trials for which this NOFO…",random,,,,,,,,,,,
g148,be7ade9b-cda3-4266-b6c4-dfbcdb778110,Tippi C MacKenzie,Molecular / cellular mechanistic,discovery,In utero lipid nanoparticle delivery achieves robust editing in hematopoietic stem cells. | Prenatal AAV9-GFP administration in fetal lambs results in transduction of female germ cells and maternal exposure to virus. | Single nuclei and spatial profiling of sacrococcygeal teratomas reveals cellular composition and X inactivation heterogeneity.,06640298-030b-47c2-affc-311f9060cc3f,RFA-TR-25-002,Preclinical Proof of Concept Studies for Rare Diseases (R21 Clinical Trial Not Allowed),Clinical Trial Not Allowed,preclinical,"This notice of funding opportunity (NOFO) provides funding to conduct efficacy studies in an established rare disease preclinical model to demonstrate that a proposed therapeutic agent warrants further development. In addition to preclinical efficacy, accompanying pharmacodynamic and pharmacokinetic studies would be supported. Therapeutic agents include small molecules, biologics or biotechnology-derived products. The goal of this NOFO is to spur therapeutic development for a variety of rare diseases by advancing projects to the point where they would attract subsequent investment supporting…",random,,,,,,,,,,,
g149,604d2746-e207-465a-a651-b3f8520b590f,Karin Pelka,Molecular / cellular mechanistic,discovery,Neighborhood nonnegative matrix factorization identifies patterns and spatially-variable genes in large-scale spatial transcriptomics data. | A spatial profiling-based immune hub perturbation platform to improve immunotherapy in colon cancer (1R37CA295736-01A1 · FY2025 · R37) | Dual checkpoint T(h1)eamwork makes the anti-cancer dream work.,840a60f5-2c2f-45bf-8335-ce7e7dda2f3f,RFA-CA-27-005,Glioblastoma Therapeutics Network (GTN) (U19 Clinical Trial Required),Clinical Trial Required,translational,"The overall goal of this Notice of Funding Opportunity (NOFO) is to improve the treatment of adult Glioblastoma Multiforme (GBM) by developing novel effective agents that can cross the blood brain barrier (BBB) and testing them in the clinic. To implement this initiative, multi-institutional teams are invited to participate in the Glioblastoma Therapeutics Network (GTN). Each GTN team is expected to drive therapeutic agent(s) from late pre-clinical development, through IND studies, into pilot clinical studies in humans. Successful early-stage trials of these new drugs would transition…",random,,,,,,,,,,,
g150,2b02c92a-a733-4132-b27b-b90da34bf997,Phillip A Dumesic,Molecular / cellular mechanistic,discovery,Innate immune signalling in the adipocyte. | RBM43 controls PGC1α translation and a PGC1α-STING signaling axis. | ATP Hydrolysis by the SNF2 Domain of Dnmt5 Is Coupled to Both Specific Recognition and Modification of Hemimethylated DNA.,e270776c-b152-4039-9d9d-adebb2e2a89d,RFA-HL-26-019,Catalyze Product Definition  Medical Device prototype design/testing and disease target identification and assay development (R61/R33 - Clinical Trial Not Allowed),Clinical Trial Not Allowed,translational,"This Notice of Funding Opportunity (NOFO) will provide the early stage translational support needed to develop and test device prototype designs, identify diagnostic disease targets and develop associated assays, and develop research tools for use in the treatment of heart, lung, blood and sleep (HLBS) diseases and disorders. This NOFO is part of a suite of Catalyze innovation grants to advance projects to the point where they can meet the entry criteria for the NHLBI Catalyze Preclinical program or attract independent development support from other federal or private partners for…",random,,,,,,,,,,,
g151,3064c65a-dbe8-41be-8d71-27adf5efda73,Peng He,Translational,translational,A human embryonic limb cell atlas resolved in space and time. | A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates. | A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease.,c4c341f9-e1ea-44a7-b10a-264fbb825c01,RFA-NS-25-021,BRAIN Initiative:  Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UG3/UH3 Clinical Trial Optional),Clinical Trial Optional,clinical,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage investigators to pursue translational activities and small clinical studies for recording and/or stimulating devices to treat central nervous system disorders and better understand the human brain. Activities supported in this program include regulatory activities to obtain an Investigational Device Exemption (IDE) for a Significant Risk (SR) study, as well as a subsequent small clinical study. Only Significant Risk (SR) clinical studies that will require an Investigational Device Exemption (IDE) from the FDA, such as…",random,,,,,,,,,,,
g152,7b0ad33f-6b7e-4eb7-920e-27bdfcc23310,Roberto R Ricardo-Gonzalez,Animal-model research,preclinical,Tissue-specific pathways extrude activated ILC2s to disseminate type 2 immunity. | RORγt eTACs mediate oral tolerance and Treg induction. | IL-25-induced memory type 2 innate lymphoid cells enforce mucosal immunity.,f6785c83-98f8-404f-a2b2-4bc13f856d9d,PAR-24-280,"Clinical Observational (CO) Studies in Musculoskeletal, Rheumatic, and Skin Diseases (R01 Clinical Trial Not Allowed)",Clinical Trial Not Allowed,clinical,"The purpose of this Notice of Funding Opportunity (NOFO) is to encourage Research Project Grant (R01) applications to pursue clinical observational (CO) studies to obtain data necessary for designing clinical studies for musculoskeletal, rheumatic, or skin diseases or conditions. Research data from observational studies supported by this NOFO can enhance clinical study design by providing essential information about disease symptoms, stages, and timing of disease progression; comorbid conditions; availability of potential research participants; and outcomes that are important to patients.…",random,,,,,,,,,,,
